Centro;Emplazamiento;Denominación
1000;Q050510003;ES.CC.BIOLÓGICAS SECRETARÍA OFC. 102
1000;Q050510004;ES.CC.BIOLÓGICASLAB.BIOLOGÍA406
1000;Q050510005;ES.CC.BIOLÓGICAS AULA 301, 308 Y 309
1000;Q050510006;ES.CC.BIOLÓGICAS BODEGA 121
1000;Q050510007;ES.CC.BIOLÓGICAS BODEGA 205
1000;Q050510008;ES.CC.BIOLÓGICAS ZOOLOGÍA OF. 207
1000;Q050510009;ES.CC.BIOLÓGICAS ENTOMOLOGÍA
1000;Q050510010;ES.CC.BIOLÓGICAS OFICINA 203
1000;Q050510011;ES.CC.BIOLÓGICASMUSEO INVERTEBRADOS 313
1000;Q050510012;ES.CC.BIOLÓGICAS AULAS 401-403-404
1000;Q050510013;ES.CC.BIOLÓGICAS PASILLOS Y HALLS
1000;Q050510014;ES.CC.BIOLÓGICASLAB.BIOLOGÍA 407
1000;Q050510015;ES.CC.BIOLÓGICAS SALA PREPARACIÓN 409
1000;Q050510016;ES.CC.BIOLÓGICAS SALA DE BIOMETRÍA
1000;Q050510017;ES.CC.BIOLÓGICAS BIBLIOTECA BIOLÓGICA
1000;Q050510018;ES.CC.BIOLÓGICAS PASILLOS Y HALLS
1000;Q050510019;ES.CC.BIOLÓGICAS LAB. QUÍMICA 311
1000;Q050510020;ES.CC.BIOLÓGICASLAB.ENSEÑANZA.NO.310
1000;Q050510021;ES.CC.BIOLÓGICAS BODEGA
1000;Q050510022;ES.CC.BIOLÓGICAS HERPETOLOGÍA
1000;Q050510023;ES.CC.BIOLÓGICASFACT.CULT.HONG.COMEST.
1000;Q050510024;ES.CC.BIOLÓGICASPROY.BIOREM.DERRAME
1000;Q050510025;ES.CC.BIOLÓGICASFUNDACYT.MARCAD.MOLEC.
1000;Q050510026;ES.CC.BIOLÓGICASESPA.TEMP.CITOGN.MOSCAS
1000;Q050510027;ES.CC.BIOLÓGICAS ASISTENCIA TECNICA
1000;Q050510028;ES.CC.BIOLÓGICASINVEST.RELAC.FITOGEN.
1000;Q050510029;ES.CC.BIOLÓGICAS FUNDACIÓN YASUNI
1000;Q050510030;ES.CC.BIOLÓGICASCONTL.BIOLOGICMSCS.1322
1000;Q050510031;ES.CC.BIOLÓGICASPROY.DERRAME PAPALLACTA
1000;Q050510032;ES.CC.BIOLÓGICAS PROY.CHIRIBOGA
1000;Q050510033;ES.CC.BIOLÓGICASTRNSF.LEVD.SACCHAROMYCS
1000;Q050510034;ES.CC.BIOLÓGICASPY.BIOREM.INV.AISLM.BCT
1000;Q050510035;ES.CC.BIOLÓGICAS OFICINA DE PROFESORES
1000;Q050510036;ES.CC.BIOLÓGICAS BODEGA DE REACTIVOS
1000;Q050510037;ES.CC.BIOLÓGICAS ORNITOLOGIA OF.206
1000;Q050510038;ES.CC.BIOLÓGICAS SALA MULTIPLE
1000;Q050510039;ES.CC.BIOLÓGICASBODEGA DE AUDIOVISUALES
1000;Q050510040;ES.CC.BIOLÓGICASBIOLOG.MOLEC.(EDF.QUIM)
1000;Q050510041;ES.CC.BIOLÓGICAS OFICINA 103
1000;Q050510042;ES.CC.BIOLÓGICASOF.208.BOTÁN.SISTEMÁT.
1000;Q050510043;ES.CC.BIOLÓGICASBIOLOG.CONSERVACIÓN
1000;Q050510044;ES.CC.BIOLÓGICASMUSEO ZOOLOGÍA OFC. 501
1000;Q050510045;ES.CC.BIOLÓGICAS AULA 302
1000;Q050510046;ES.CC.BIOLÓGICAS AULA 405
1000;Q050510047;ES.CC.BIOLÓGICAS LAB. MICOLOGÍA - NAYÓN
1000;Q050510048;ES.CC.BIOLÓGICASLAB.MONITOREO.VGTAC.201
1000;Q050510049;ES.CC.BIOLÓGICAS MICROORGANISMOS
1000;Q050510050;ES.CC.BIOLÓGICASLAB.PALEOECOLOGIA
1000;Q050510051;ES.CC.BIOLÓGICASS.PREP. ENTOMOLOGÍA
1000;Q050510052;ES.CC.BIOLÓGICASLAB. ENSEÑANZA 504
1000;Q050510053;ES.CC.BIOLÓGICASLAB. ENSEÑANZA 505
1000;Q050510054;ES.CC.BIOLÓGICASLAB. ENSEÑANZA 506
1000;Q050510055;ES.CC.BIOLÓGICASLAB. ENSEÑANZA 509
1000;Q050510056;ES.CC.BIOLÓGICASCUARTO DE RACKS
1000;Q050511001;CAR.MICROBIOLOGÍA BODEGA
1000;Q050511002;CAR.MICROBIOLOGÍALAB.TESIST.MICROBIOLG.
1000;Q050511003;CAR.MICROBIOLOGÍA OF. DOCENTES 104
1000;Q050511004;CAR.MICROBIOLOGÍA AULA 101
1000;Q050511005;CAR.MICROBIOLOGÍA OFICINA 104
1000;Q050511006;CAR.MICROBIOLOGÍA FUNGARIO
1000;Q050512001;HERBARIODIRECCIÓN HERBARIO 211 OFC. 201
1000;Q050512002;HERBARIO OFICINA 1
1000;Q050512003;HERBARIO OFICINA 2
1000;Q050512004;HERBARIO HERBARIO INTERNACIONAL
1000;Q050512005;HERBARIO AULA ESTUDIANTES
1000;Q050512006;HERBARIO OFICINA 01
1000;Q050512007;HERBARIO BODEGA 212
1000;Q050512008;HERBARIO BODEGA HERBARIO  BIOLOGÍA
1000;Q050512009;HERBARIO BIOLOGÍA DE DESARROLLO NO. 112
1000;Q050512010;HERBARIO BIOLOGÍA DESARROLLO OFC.1
1000;Q050512011;HERBARIO BIOLOGÍA DESARROLLO OFC.2
1000;Q050512012;HERBARIO LABORATORIO OFC. 412
1000;Q050512013;HERBARIO HERBARIO ESTUDIANTES OF.201
1000;Q050512014;HERBARIO BIOTECNOLOGIA OF.202
1000;Q050512015;HERBARIO LAB.ECOLOGIA PLANTAS 211-110
1000;Q050512016;HERBARIO OFICINA 214
1000;Q050512017;HERBARIO OFICINA 211
1000;Q050512018;HERBARIO HERBARIO INTERNACIONAL OF. 209
1000;Q050512019;HERBARIO SALA DE PROFESORES
1000;Q050512020;HERBARIO LAB.BIOFRITAS - HERBARIO
1000;Q050512021;HERBARIO LAC.ECOLOGIA TROPICAL - HERBAR
1000;Q050512022;HERBARIO PROYECTO VILLANO
1000;Q050512023;HERBARIO OFIC.PROY.PALMAS (EDIF.QUIMIC)
1000;Q050512024;HERBARIO LAB. ECOSISTEMAS SECOS 208
1000;Q050513001;BOTÁNICAOFI.210.DINAM.BOSQ.YASUNI
1000;Q050513002;BOTÁNICA OFICINA 1
1000;Q050513003;BOTÁNICA OFICINA 2
1000;Q050513004;BOTÁNICA BOTANICA 215 OFC. A
1000;Q050513005;BOTÁNICA LAB.BOTÁNICA SISTEMÁTICA 202
1000;Q050513006;BOTÁNICA CAMARA FRÍA NO. 106
1000;Q050513007;BOTÁNICASALA.AUDIOV.BODEGA.108
1000;Q050513008;BOTÁNICA BODEGA 109
1000;Q050513009;BOTÁNICA CAMARA OBSCURA
1000;Q050513010;BOTÁNICA PASILLOS Y HALLS
1000;Q050513011;BOTÁNICA PASILLO 2
1000;Q050513012;BOTÁNICA BAÑOS Y BODEGA
1000;Q050513013;BOTÁNICA CENTRO DE COMPUTO
1000;Q050513014;BOTÁNICA HERPETOLOGÍA
1000;Q050513015;BOTÁNICA OFICINA 1
1000;Q050513016;BOTÁNICA OFICINA 2
1000;Q050513017;BOTÁNICA BOTÁNICA ANDINA
1000;Q050513018;BOTÁNICA SALA DE REPARACIÓN OFC. 204
1000;Q050513019;BOTÁNICA SALA DE REPARACIÓN OFC. 2
1000;Q050513020;BOTÁNICA PREPARACIÓN TALLER
1000;Q050513021;BOTÁNICA AREA LAVADO ESTERILIZACIÓN
1000;Q050513022;BOTÁNICA ARCHIVO BIBLIOGRÁFICO
1000;Q050513023;BOTÁNICA PLANTAS INVERNADERO
1000;Q050513024;BOTÁNICA SECADORA INVERNADERO
1000;Q050514001;GEN.GRAL.BIOQUÍMICALAB.BIOQUÍMICA 110
1000;Q050514002;GEN.GRAL.BIOQUÍMICA OFICINA 1
1000;Q050514003;GEN.GRAL.BIOQUÍMICAGENÉT. EVOLUTIVA.103
1000;Q050514004;GEN.GRAL.BIOQUÍMICA OFICINA 3
1000;Q050514005;GEN.GRAL.BIOQUÍMICA OFICINA 4
1000;Q050514006;GEN.GRAL.BIOQUÍMICA OFICINA 210
1000;Q050514007;GEN.GRAL.BIOQUÍMICA OFICINA 216
1000;Q050514008;GEN.GRAL.BIOQUÍMICAGENET.GRAL # 114
1000;Q050514009;GEN.GRAL.BIOQUÍMICA OFICINA 1
1000;Q050514010;GEN.GRAL.BIOQUÍMICA OFICINA 2
1000;Q050514011;GEN.GRAL.BIOQUÍMICA GENÉTICA MOLECULAR
1000;Q050514012;GEN.GRAL.BIOQUÍMICABIO.DESARROLLO OF.113
1000;Q050514013;GEN.GRAL.BIOQUÍMICA MUSEO INVERTEBRADOS
1000;Q050514014;GEN.GRAL.BIOQUÍMICALAB.CTOGN.BIOL.MOLEC
1000;Q050514015;GEN.GRAL.BIOQUÍMICALAB.CITOGENET.ANFIB
1000;Q050514016;GEN.GRAL.BIOQUÍMICA AVIFAUNA OFC. 207
1000;Q050514017;GEN.GRAL.BIOQUÍMICAMICOLOG.FUNGR.OF.107
1000;Q050514018;GEN.GRAL.BIOQUÍMICA CEPARIO OFC. 102
1000;Q050514019;GEN.GRAL.BIOQUÍMICA BIOTERIO SALA 3
1000;Q050514020;GEN.GRAL.BIOQUÍMICAMUSEO.ZOOLOG. OF.201
1000;Q050514021;GEN.GRAL.BIOQUÍMICAMUSEO.ZOOLOG. OF.203
1000;Q050514022;GEN.GRAL.BIOQUÍMICALB.ENTOMOLOGÍA OF.115
1000;Q050514023;GEN.GRAL.BIOQUÍMICALAB.BIOQUÍM.OFI.116
1000;Q050514024;GEN.GRAL.BIOQUÍMICA AULA 107
1000;Q050514025;GEN.GRAL.BIOQUÍMICALAB.BIOTEC.VEGET.605
1000;Q050514026;GEN.GRAL.BIOQUÍMICALAB.BIOTEC.VEGET.606
1000;Q050514027;GEN.GRAL.BIOQUÍMICASALA.REUNIONS.OFI607
1000;Q050514028;GEN.GRAL.BIOQUÍMICAOF.EST.(ALTILLO)
1000;Q050514029;GEN.GRAL.BIOQUÍMICA DIRECCION (OF.608)
1000;Q050514030;GEN.GRAL.BIOQUÍMICA OF. 609
1000;Q050514031;GEN.GRAL.BIOQUÍMICA OF. 610
1000;Q050514032;GEN.GRAL.BIOQUÍMICABAÑOS.Y.BODEG.P.6
1000;Q050514033;GEN.GRAL.BIOQUÍMICA PASILLOS Y HALLS
1000;Q050514034;GEN.GRAL.BIOQUÍMICA CNIB OFICINA 608
1000;Q050514035;GEN.GRAL.BIOQUÍMICA CNIB OFICINA 607
1000;Q050514036;GEN.GRAL.BIOQUÍMICALAB.MICROB.OFI.603
1000;Q050514037;GEN.GRAL.BIOQUÍMICA OFICINA 109 CEPARIO
1000;Q050514038;GEN.GRAL.BIOQUÍMICAOFI.MICROB.604
1000;Q050514039;GEN.GRAL.BIOQUÍMICA BIOREFINERIA
1000;Q050514040;GEN.GRAL.BIOQUÍMICALB.BIOPRC.03.ED.QUIM
1000;Q050515001;ZOOLOGÍA VERTEBRADOS OFICINA 01
1000;Q050515002;ZOOLOGÍA VERTEBRADOS OFICINA 02
1000;Q050515003;ZOOLOGÍA VERTEBRADOS ZOOLOGÍA OFC.208
1000;Q050515004;ZOOLOGÍA VERTEBRADOSPLANTAS INVERNADERO
1000;Q050515005;ZOOLOGÍA VERTEBRADOSINVERNADER.SECADORA
1000;Q050515006;ZOOLOGÍA VERTEBRADOSLAB.RENACUAJOS
1000;Q050515007;ZOOLOGÍA VERTEBRADOSLAB.TOXICOLOGÍA
1000;Q050515008;ZOOLOGÍA VERTEBRADOSHERPETOL-BALSA.SAPS
1000;Q050515009;ZOOLOGÍA VERTEBRADOS BODEGA INVERNADERO
1000;Q050515010;ZOOLOGÍA VERTEBRADOSOF.501.INV.MSEO.ZOO
1000;Q050516001;MUSEO VERTEBRADOS OFICINA 1
1000;Q050516002;MUSEO VERTEBRADOS OFICINA 2
1000;Q050516003;MUSEO VERTEBRADOS OFICINA 3
1000;Q050516004;MUSEO VERTEBRADOSMASTOZOOLOGIA.(SUBSU)
1000;Q050517001;EST.CIENT.YASUNÍOFI.BLOQ.ADMINISTRATIVO
1000;Q050517002;EST.CIENT.YASUNÍ DORMITORIOS BLOQUE D
1000;Q050517003;EST.CIENT.YASUNÍCOMEDOR.BLOQ.ADMIN.
1000;Q050517004;EST.CIENT.YASUNÍCOCINA.BLOQ.ADMINISTRAT
1000;Q050517005;EST.CIENT.YASUNÍDORMIT.BLOQ.ADMINISTRAT
1000;Q050517006;EST.CIENT.YASUNÍ LABORATORIO 1 BLOQUE C
1000;Q050517007;EST.CIENT.YASUNÍ BODEGA GENERAL
1000;Q050517008;EST.CIENT.YASUNÍ LAVANDERIA BLOQUE E
1000;Q050517009;EST.CIENT.YASUNÍ TALLERES
1000;Q050517010;EST.CIENT.YASUNÍ GRUPO ELECTRÓGENO
1000;Q050517011;EST.CIENT.YASUNÍPLANTA.TRATAM.AGUA
1000;Q050517012;EST.CIENT.YASUNÍPLANTA.TRTM.AGUAS.NEGR.
1000;Q050517013;EST.CIENT.YASUNÍ SALA DE JUEGOS
1000;Q050517014;EST.CIENT.YASUNÍ MIRADOR
1000;Q050517015;EST.CIENT.YASUNÍPROY.DINÁM.BOSQ.YASUNÍ
1000;Q050517016;EST.CIENT.YASUNÍ DIRECCIÓN (OF.QUITO)
1000;Q050517017;EST.CIENT.YASUNÍ SECRETARIA (OF.QUITO)
1000;Q050517018;EST.CIENT.YASUNÍ ESTACION DE SERVICIO
1000;Q050517019;EST.CIENT.YASUNÍ CABAÑA DIRECTOR
1000;Q050517020;EST.CIENT.YASUNÍ DORMITORIOS BLOQUE A
1000;Q050517021;EST.CIENT.YASUNÍ DORMITORIOS BLOQUE B
1000;Q050517022;EST.CIENT.YASUNÍ DORMITORIOS BLOQUE C
1000;Q050517023;EST.CIENT.YASUNÍBAÑOS.BLOQS(A-D)
1000;Q050517024;EST.CIENT.YASUNÍ PASILLOS Y HALLS
1000;Q050517025;EST.CIENT.YASUNÍ SALA DE INTERNET
1000;Q050517026;EST.CIENT.YASUNÍBODG.1.BLOQ.ADMIN.
1000;Q050517027;EST.CIENT.YASUNÍBOD.2.BLOQ.ADMINST.
1000;Q050517028;EST.CIENT.YASUNÍBOD.3.BLOQ.ADMINIST.
1000;Q050517029;EST.CIENT.YASUNÍ LABORATORIO 2 BLOQUE C
1000;Q050517030;EST.CIENT.YASUNÍ LABORATORIO 3 BLOQUE C
1000;Q050517031;EST.CIENT.YASUNÍ LABORATORIO 4 BLOQUE C
1000;Q050517032;EST.CIENT.YASUNÍ BAÑOS BLOQUE F
1000;Q050517033;EST.CIENT.YASUNÍBAÑOS.BLOQ.ADMINIST.
1000;Q050518001;CISEAL BODEGA DE MATERIALES SS
1000;Q050518002;CISEAL BDEGA DE ARCHIVO SS
1000;Q050518003;CISEAL PARQUEADERO SS
1000;Q050518004;CISEAL OFICINA 001 PB
1000;Q050518005;CISEAL MANEJO DE DATOS 002 PB
1000;Q050518006;CISEAL BAÑOS GENERALES PB
1000;Q050518007;CISEAL PASILLOS Y HALLS PB
1000;Q050518008;CISEAL BODEGA 102
1000;Q050518009;CISEAL BODEGA 103
1000;Q050518010;CISEAL BAÑOS DE MUJERES P1
1000;Q050518011;CISEAL OFICINA DE INVESTIGADORES 417
1000;Q050518012;CISEAL OFICINA DE INVESTIGADORES 418
1000;Q050518013;CISEAL SALA DE REUNIONES 419
1000;Q050518014;CISEAL BAÑOS DE MUJERES P4
1000;Q050518015;CISEAL BAÑOS DE HOMBRES P4
1000;Q050518016;CISEAL BAÑOS DE DISCAPACITADOS P4
1000;Q050518017;CISEAL CUARTO DE RACKS 420
1000;Q050518018;CISEAL ÁREA DE IMPRESORAS 421
1000;Q050518019;CISEAL OFICINA DE INVESTIGADORES 422
1000;Q050518020;CISEAL OFICINA DE INVESTIGADORES 423
1000;Q050518021;CISEAL BAÑOS DE HOMBRES P1
1000;Q050518022;CISEAL OFICINA DE INVESTIGADORES 424
1000;Q050518023;CISEAL SALA DE REUNIONES 425
1000;Q050518024;CISEAL PASILLOS Y HALLS P4
1000;Q050518025;CISEAL BODEGA 506
1000;Q050518026;CISEAL SALA DE REUNIONES 507
1000;Q050518027;CISEAL GESTIÓN Y PLANIFIC.INVEST. 508
1000;Q050518028;CISEAL BAÑOS DE MUJERES P5
1000;Q050518029;CISEAL BAÑOS DE HOMBRES P5
1000;Q050518030;CISEAL BAÑOS DE DISCAPACITADOS P5
1000;Q050518031;CISEAL CUARTO DE RACKS 509
1000;Q050518032;CISEAL BAÑOS DE DISCAPACITADOS P1
1000;Q050518033;CISEAL AREA DE IMPRESORAS 510
1000;Q050518034;CISEAL DIR. GENERAL 511 A
1000;Q050518035;CISEAL DIR. ADMINISTRATIVA 511 B
1000;Q050518036;CISEAL DIR. GEST.PLANIFIC.CIENT.511 C
1000;Q050518037;CISEAL SALA DE REUNIONES 511 D
1000;Q050518038;CISEAL AREA ADMINISTRATIVA 511 E
1000;Q050518039;CISEAL PASILLOS Y HALLS P5
1000;Q050518040;CISEAL LAB. 412
1000;Q050518041;CISEAL CUARTO DE RACK
1000;Q050518042;CISEAL AREAS COMUNALES
1000;Q050518043;CISEAL CUARTO DE RACKS 104
1000;Q050518044;CISEAL LAVADO Y SECADO 101 I
1000;Q050518045;CISEAL MEZZANINE
1000;Q050518046;CISEAL ÁREA DE IMPRESORAS 105
1000;Q050518047;CISEAL SALA DE REUNIONES 106
1000;Q050518048;CISEAL OFICINA DE INVESTIGADORES 107
1000;Q050518049;CISEAL OFICINA DE INVESTIGADORES 108
1000;Q050518050;CISEAL OFICINA DE INVESTIGADORES 109
1000;Q050518051;CISEAL OFICINA DE INVESTIGADORES 110
1000;Q050518052;CISEAL OFICINA DE INVESTIGADORES 111
1000;Q050518053;CISEAL AUDITORIO P1
1000;Q050518054;CISEAL PASILLOS Y HALLS P1
1000;Q050518055;CISEAL LABORATORIO GENERAL 202
1000;Q050518056;CISEAL LABORATORIO GENERAL 203
1000;Q050518057;CISEAL SALA DE CAPACITACIÓN 204
1000;Q050518058;CISEAL BODEGA 205
1000;Q050518059;CISEAL CAFETERÍA 206
1000;Q050518060;CISEAL OFICINA DE INVESTIGADORES 207
1000;Q050518061;CISEAL BAÑOS DE MUJERES P2
1000;Q050518062;CISEAL BAÑOS DE HOMBRES P2
1000;Q050518063;CISEAL BAÑOS DE DISCAPACITADOS P2
1000;Q050518064;CISEAL CUARTO DE RACKS 208
1000;Q050518065;CISEAL ÁREA DE IMPRESORAS 209
1000;Q050518066;CISEAL SALA DE REUNIONES 210
1000;Q050518067;CISEAL OFICINA DE INVESTIGADORES 211
1000;Q050518068;CISEAL OFICINA DE INVESTIGADORES 212
1000;Q050518069;CISEAL OFICINA DE INVESTIGADORES 213
1000;Q050518070;CISEAL OFICINA DE INVESTIGADORES 214
1000;Q050518071;CISEAL OFICINA DE INVESTIGADORES 215
1000;Q050518072;CISEAL PASILLOS Y HALLS P2
1000;Q050518073;CISEAL LABORATORIO GENERAL 302
1000;Q050518074;CISEAL CLEAN ROOM PEED 302 A
1000;Q050518075;CISEAL CLEAN ROOM INMUNOHEMAT 302 B
1000;Q050518076;CISEAL LABORATORIO LIBRE 302 C
1000;Q050518077;CISEAL LABORATORIO LIBRE 302 D
1000;Q050518078;CISEAL LABORATORIO LIBRE 302 E
1000;Q050518079;CISEAL LABORATORIO 302 F
1000;Q050518080;CISEAL LABORATORIO GENERAL 303
1000;Q050518081;CISEAL CUARTO DE EQUIPOS 303 A
1000;Q050518082;CISEAL CUARTO DE ULTRA CONGELADORES 3
1000;Q050518083;CISEAL CUARTO POST-PCR 303 C
1000;Q050518084;CISEAL CUARTO DE EQUIPOS 303 D
1000;Q050518085;CISEAL LABORATORIO DE CULTIVOS 303 E
1000;Q050518086;CISEAL LABORATORIO DE CULTIVOS 303 F
1000;Q050518087;CISEAL LABORATORIO DE CULTIVOS 303 G
1000;Q050518088;CISEAL LABORATORIO DE CULTIVOS 303 H
1000;Q050518089;CISEAL LABORATORIO 303 I
1000;Q050518090;CISEAL LABORATORIO GENRAL 304
1000;Q050518091;CISEAL LABORATORIO 304 A
1000;Q050518092;CISEAL LABORATORIO 304 B
1000;Q050518093;CISEAL LABORATORIO 304 C
1000;Q050518094;CISEAL LABORATORIO 304 D
1000;Q050518095;CISEAL BODEGA 305
1000;Q050518096;CISEAL OFICINA DE INVESTIGADORES 306
1000;Q050518097;CISEAL OFICINA DE INVESTIGADORES 307
1000;Q050518098;CISEAL OFICINA DE INVESTIGADORES 308
1000;Q050518099;CISEAL SALA DE REUNIONES 309
1000;Q050518100;CISEAL BAÑOS DE MUJERES P3
1000;Q050518101;CISEAL BAÑOS DE HOMBRES P3
1000;Q050518102;CISEAL BAÑOS DE DISCAPACITADOS P3
1000;Q050518103;CISEAL CUARTO DE RACKS 310
1000;Q050518104;CISEAL ÁREA DE IMPRESORAS 311
1000;Q050518105;CISEAL OFICINA DE INVESTIGADORES 312
1000;Q050518106;CISEAL OFICINA DE INVESTIGADORES 313
1000;Q050518107;CISEAL OFICINA DE INVESTIGADORES 314
1000;Q050518108;CISEAL SALA DE REUNIONES 315
1000;Q050518109;CISEAL PASILLOS Y HALLS P3
1000;Q050518110;CISEAL LABORATORIO GENERAL 402
1000;Q050518111;CISEAL LABORATORIO 402 A
1000;Q050518112;CISEAL LABORATORIO 402 B
1000;Q050518113;CISEAL LABORATORIO 402 C
1000;Q050518114;CISEAL LABORATORIO 402 D
1000;Q050518115;CISEAL LABORATORIO GENERAL 403
1000;Q050518116;CISEAL LABORATORIO GENERAL 405
1000;Q050518117;CISEAL LABORATORIO GENERAL 407
1000;Q050518118;CISEAL LABORATORIO 407 A
1000;Q050518119;CISEAL LABORATORIO 407 B
1000;Q050518120;CISEAL LABORATORIO 407 C
1000;Q050518121;CISEAL LABORATORIO 407 D
1000;Q050518122;CISEAL LABORATORIO 407 E
1000;Q050518123;CISEAL LABORATORIO 407 F
1000;Q050518124;CISEAL LABORATORIO DE MORFOMETRÍA 411
1000;Q050518125;CISEAL LABORATORIO 410 A
1000;Q050518126;CISEAL LABORATORIO 414 D
1000;Q050518127;CISEAL LABORATORIO DE BIOTERIO 414 F
1000;Q050518128;CISEAL LABORATORIO 414 K
1000;Q050518129;CISEAL BODEGA DE BIOTERIO 412
1000;Q050518130;CISEAL BODEGA 415
1000;Q050518131;CISEAL OFICINA DE INVESTIGADORES 416
1000;Q050520001;ES.CC.FÍSICASYMATE DIRECCIÓN
1000;Q050520002;ES.CC.FÍSICASYMATE SALAS DE PROFESORES
1000;Q050520003;ES.CC.FÍSICASYMATEOFI.COORD.406
1000;Q050520004;ES.CC.FÍSICASYMATE SECRETARÍA
1000;Q050520005;ES.CC.FÍSICASYMATE AULAS
1000;Q050520006;ES.CC.FÍSICASYMATE PASILLOS Y HALLS
1000;Q050520007;ES.CC.FÍSICASYMATE BAÑOS
1000;Q050520008;ES.CC.FÍSICASYMATE BODEGA  309
1000;Q050520009;ES.CC.FÍSICASYMATELAB.RADIACIÓN
1000;Q050520010;ES.CC.FÍSICASYMATELAB.ELECTRÓNICA
1000;Q050520011;ES.CC.FÍSICASYMATELAB.ELECTRICIDAD
1000;Q050520012;ES.CC.FÍSICASYMATELABORATORIO DE FÍSICA
1000;Q050520013;ES.CC.FÍSICASYMATELAB.OFI.301.MECÁNICA
1000;Q050520014;ES.CC.FÍSICASYMATELAB.308.OPTICA
1000;Q050520015;ES.CC.FÍSICASYMATE OFICINAS
1000;Q050520016;ES.CC.FÍSICASYMATE CAFETERÍA
1000;Q050520017;ES.CC.FÍSICASYMATECUB.PROFESORES.P.2
1000;Q050520018;ES.CC.FÍSICASYMATECUB.PROFESORES.P.3
1000;Q050520019;ES.CC.FÍSICASYMATEAUXIL.LABORATORIO
1000;Q050520020;ES.CC.FÍSICASYMATEMANTENIM.LAB.203
1000;Q050520021;ES.CC.FÍSICASYMATEAULA.(401-2-4-5-7 )
1000;Q050520022;ES.CC.FÍSICASYMATE AULA 304
1000;Q050520023;ES.CC.FÍSICASYMATE AULA 306
1000;Q050520024;ES.CC.FÍSICASYMATE SALA DE REUNIONES
1000;Q050530001;ES.CC.QUÍMICAS DIRECCIÓN OF. 303
1000;Q050530002;ES.CC.QUÍMICAS QUÍMICA ANALÍTICA 208
1000;Q050530003;ES.CC.QUÍMICAS BAÑOS Y BODEGAS
1000;Q050530004;ES.CC.QUÍMICASSALA DE PREPARACIONES 204
1000;Q050530005;ES.CC.QUÍMICAS OFIC. DE PROFESORES 304
1000;Q050530006;ES.CC.QUÍMICAS SECRETARÍA OFC. 302
1000;Q050530007;ES.CC.QUÍMICASOFICINA DE PROFESORES 308
1000;Q050530008;ES.CC.QUÍMICAS LAB. CONTROL BIOLOGICO
1000;Q050530009;ES.CC.QUÍMICAS SALA DE PROFESORES 202
1000;Q050530010;ES.CC.QUÍMICASLAB.ANALISIS.TÉRMICO
1000;Q050530011;ES.CC.QUÍMICASLAB.CROMATOGRAFÍA.305
1000;Q050530012;ES.CC.QUÍMICAS AULAS 103
1000;Q050530013;ES.CC.QUÍMICASSUMIN.LIMPIEZA.109
1000;Q050530014;ES.CC.QUÍMICAS PASILLOS Y HALLS PB
1000;Q050530015;ES.CC.QUÍMICAS LAB. DE ANALISIS
1000;Q050530016;ES.CC.QUÍMICASLABORATORIO DE BIOQUÍMICA
1000;Q050530017;ES.CC.QUÍMICASLAB.GENÉT.MOLEC.CITOGENÉT
1000;Q050530018;ES.CC.QUÍMICASCENT. INV.SALUD.AMÉR.LAT
1000;Q050530019;ES.CC.QUÍMICASLAB.ANÁLISIS.INSTRUM.309
1000;Q050530020;ES.CC.QUÍMICAS LAB. QUÍMICA GENERAL 207
1000;Q050530021;ES.CC.QUÍMICAS OF. 201
1000;Q050530022;ES.CC.QUÍMICASLAB.QUIM.ORGANICA.106
1000;Q050530023;ES.CC.QUÍMICASLAB.ESPECTOFOTOMETRÍA 306
1000;Q050530024;ES.CC.QUÍMICASLAB.TESISTA.NO.209
1000;Q050530025;ES.CC.QUÍMICAS LABORATORIO 107
1000;Q050530026;ES.CC.QUÍMICASLAB.QUIMICA.MICRO.SCALA
1000;Q050530027;ES.CC.QUÍMICASLAB. DE SOPLADO DE VIDRIO
1000;Q050530028;ES.CC.QUÍMICASCESAQ.ANALIS.AGUAS.SUELOS
1000;Q050530029;ES.CC.QUÍMICAS SALA DE LECTURA
1000;Q050530030;ES.CC.QUÍMICAS LABORATORIO DE ALIMENTOS
1000;Q050530031;ES.CC.QUÍMICASSALA DE PREPARACIONES 203
1000;Q050530032;ES.CC.QUÍMICASOF. COORDINAC.LAB.
1000;Q050530033;ES.CC.QUÍMICASINV.DEPURAC.AGUAS.RESID
1000;Q050530034;ES.CC.QUÍMICAS LAB. BROMATOLOGIA
1000;Q050530035;ES.CC.QUÍMICASLAB.INV.APLIC.(ESC.POLIT)
1000;Q050530036;ES.CC.QUÍMICAS BODEGA DE SOLUCIONES
1000;Q050530037;ES.CC.QUÍMICAS BOD.LAB.ANALISIS TERMICO
1000;Q050530038;ES.CC.QUÍMICASOF. LAB.ABSORC.ATÓM.006
1000;Q050530039;ES.CC.QUÍMICAS LAB.CIEI (UNIV.OHIO-USA)
1000;Q050530040;ES.CC.QUÍMICASLAB.QUIM.COMPUTAC.102
1000;Q050530041;ES.CC.QUÍMICAS BIOTERIO E INSECTARIO
1000;Q050530042;ES.CC.QUÍMICASFEPIS (EDIFICIO TEOLOGIA)
1000;Q050530043;ES.CC.QUÍMICAS AULA 104
1000;Q050530044;ES.CC.QUÍMICAS AULA 108
1000;Q050530045;ES.CC.QUÍMICAS AULA 301
